# CryoMagnetics Cryogen Level Meter LM-510
# 1622086724.362656
# time since start LHe (cm) LN2 (cm)
0, -11.100000 , 0.000000 
61, -11.200000 , 0.000000 
121, -11.200000 , 0.000000 
182, -11.200000 , 0.000000 
243, -11.200000 , 0.000000 
303, -11.200000 , 0.000000 
364, -11.200000 , 0.000000 
425, -11.200000 , 0.000000 
485, -11.300000 , 0.000000 
545, -11.300000 , 0.000000 
606, -11.200000 , 0.000000 
667, -11.300000 , 0.000000 
728, -11.300000 , 0.000000 
788, -11.300000 , 0.000000 
849, -11.200000 , 0.000000 
910, -11.300000 , 0.000000 
970, -11.300000 , 0.000000 
1031, -11.300000 , 0.000000 
1091, -11.200000 , 0.000000 
1151, -11.300000 , 0.000000 
1213, -11.300000 , 0.000000 
1273, -11.300000 , 0.000000 
1334, -11.400000 , 0.000000 
1395, -11.400000 , 0.000000 
1456, -11.300000 , 0.000000 
1517, -11.500000 , 0.000000 
1578, -11.300000 , 0.000000 
1639, -11.400000 , 0.000000 
1699, -11.400000 , 0.000000 
1760, -11.300000 , 0.000000 
1821, -11.300000 , 0.000000 
1882, -11.300000 , 0.000000 
1943, -11.500000 , 0.000000 
2004, -11.400000 , 0.000000 
2065, -11.400000 , 0.000000 
2126, -11.500000 , 0.000000 
2187, -11.500000 , 0.000000 
2248, -11.400000 , 0.000000 
2309, -11.400000 , 0.000000 
2369, -11.400000 , 0.000000 
2430, -11.500000 , 0.000000 
2491, -11.500000 , 0.000000 
2552, -11.400000 , 0.000000 
2613, -11.500000 , 0.000000 
2673, -11.500000 , 0.000000 
2734, -11.500000 , 0.000000 
2795, -11.500000 , 0.000000 
2856, -11.600000 , 0.000000 
2916, -11.400000 , 0.000000 
2977, -11.600000 , 0.000000 
3038, -11.500000 , 0.000000 
3099, -11.500000 , 0.000000 
3159, -11.500000 , 0.000000 
3220, -11.600000 , 0.000000 
3280, -11.500000 , 0.000000 
3341, -11.600000 , 0.000000 
3402, -11.600000 , 0.000000 
3462, -11.700000 , 0.000000 
3523, -11.500000 , 0.000000 
3584, -11.500000 , 0.000000 
3645, -11.600000 , 0.000000 
3706, -11.500000 , 0.000000 
3766, -11.600000 , 0.000000 
3827, -11.600000 , 0.000000 
3887, -11.700000 , 0.000000 
3948, -11.500000 , 0.000000 
4008, -11.500000 , 0.000000 
4069, -11.600000 , 0.000000 
4130, -11.800000 , 0.000000 
4191, -11.600000 , 0.000000 
4251, -11.700000 , 0.000000 
4312, -11.600000 , 0.000000 
4373, -11.700000 , 0.000000 
4434, -11.700000 , 0.000000 
4494, -11.700000 , 0.000000 
4555, -11.600000 , 0.000000 
4615, -11.700000 , 0.000000 
4676, -11.000000 , 0.000000 
4736, -11.000000 , 0.000000 
4798, -11.100000 , 0.000000 
4858, -10.900000 , 0.000000 
4918, -10.900000 , 0.000000 
4978, -10.500000 , 0.000000 
5039, -9.400000 , 0.000000 
5100, -9.100000 , 0.000000 
5160, -8.500000 , 0.000000 
5220, -8.300000 , 0.000000 
5280, -7.600000 , 0.000000 
5340, -7.600000 , 0.000000 
5401, -7.400000 , 0.000000 
5463, -7.100000 , 0.000000 
5524, -6.900000 , 0.000000 
5585, -7.000000 , 0.000000 
5645, -6.900000 , 0.000000 
5707, -6.900000 , 0.000000 
5767, -6.800000 , 0.000000 
5827, -6.100000 , 0.000000 
5888, -5.600000 , 0.000000 
5949, 53.200000 , 0.000000 
6011, -1.300000 , 0.000000 
6071, 6.200000 , 0.000000 
6132, 13.700000 , 0.000000 
6192, 19.400000 , 0.000000 
6254, 24.700000 , 0.000000 
6315, 29.200000 , 0.000000 
6376, 32.600000 , 0.000000 
6436, 35.300000 , 0.000000 
6497, 38.400000 , 0.000000 
6557, 46.200000 , 0.000000 
6618, 54.900000 , 0.000000 
6678, 63.500000 , 0.000000 
6738, 69.700000 , 0.000000 
6799, 74.500000 , 0.000000 
6859, 78.800000 , 0.000000 
6920, 82.200000 , 0.000000 
6980, 84.600000 , 0.000000 
7042, 87.600000 , 0.000000 
7102, 89.900000 , 0.000000 
7162, 92.100000 , 0.000000 
7223, 93.900000 , 0.000000 
7285, 96.000000 , 0.000000 
7345, 97.700000 , 0.000000 
7406, 99.800000 , 0.000000 
7467, 104.200000 , 0.000000 
7527, 108.500000 , 0.000000 
7588, 111.700000 , 0.000000 
7649, 115.200000 , 0.000000 
7710, 118.400000 , 0.000000 
7772, 119.600000 , 0.000000 
7833, 120.400000 , 0.000000 
7894, 120.900000 , 0.000000 
7954, 121.400000 , 0.000000 
8015, 123.200000 , 0.000000 
8075, 126.200000 , 0.000000 
8135, 129.100000 , 0.000000 
8196, 130.900000 , 0.000000 
8256, 132.900000 , 0.000000 
8316, 134.400000 , 0.000000 
8376, 135.800000 , 0.000000 
8437, 137.200000 , 0.000000 
8497, 138.400000 , 0.000000 
8558, 139.300000 , 0.000000 
8618, 139.200000 , 0.000000 
8679, 138.900000 , 0.000000 
8740, 138.500000 , 0.000000 
8800, 138.300000 , 0.000000 
8861, 138.200000 , 0.000000 
8922, 138.000000 , 0.000000 
8983, 138.100000 , 0.000000 
9043, 137.900000 , 0.000000 
9103, 137.800000 , 0.000000 
9164, 137.700000 , 0.000000 
9224, 137.600000 , 0.000000 
9284, 137.500000 , 0.000000 
9344, 137.400000 , 0.000000 
9404, 137.400000 , 0.000000 
9464, 137.400000 , 0.000000 
9524, 137.300000 , 0.000000 
9586, 137.300000 , 0.000000 
9646, 137.200000 , 0.000000 
9707, 137.100000 , 0.000000 
9767, 137.000000 , 0.000000 
9827, 137.000000 , 0.000000 
9887, 137.000000 , 0.000000 
9948, 137.000000 , 0.000000 
10008, 136.900000 , 0.000000 
10068, 136.800000 , 0.000000 
10129, 136.800000 , 0.000000 
10190, 136.700000 , 0.000000 
10251, 136.700000 , 0.000000 
10311, 136.700000 , 0.000000 
10372, 136.600000 , 0.000000 
10432, 136.600000 , 0.000000 
10493, 136.600000 , 0.000000 
10554, 136.500000 , 0.000000 
10615, 136.500000 , 0.000000 
10675, 136.500000 , 0.000000 
10735, 136.400000 , 0.000000 
10796, 136.400000 , 0.000000 
10856, 136.400000 , 0.000000 
10916, 136.300000 , 0.000000 
10977, 136.300000 , 0.000000 
11037, 136.200000 , 0.000000 
11097, 136.200000 , 0.000000 
11157, 136.200000 , 0.000000 
